element_type,osmid,amenity,name,geometry
node,207358602,casino,Casino Monte Laa,POINT (16.4014105 48.165714)
node,280506164,cinema,Cineplexx Wienerberg,POINT (16.3453859 48.1676667)
node,287282953,parking_entrance,,POINT (16.353929 48.1762592)
node,287282979,parking_entrance,,POINT (16.3541416 48.1762969)
node,295791955,drinking_water,,POINT (16.3973737 48.1368803)
node,304026398,drinking_water,,POINT (16.3516984 48.1656095)
node,306242418,bicycle_parking,,POINT (16.3738805 48.1669087)
node,306242730,atm,,POINT (16.3741571 48.1667655)
node,306244375,pharmacy,Verdi-Apotheke,POINT (16.3708058 48.1686103)
node,306244695,drinking_water,,POINT (16.3777944 48.166634)
node,306246711,courthouse,Bezirksgericht Favoriten,POINT (16.3728514 48.1703571)
node,306246909,prison,Justizanstalt Wien-Favoriten,POINT (16.3726576 48.1699616)
node,306247720,place_of_worship,Apostelpfarre,POINT (16.3705839 48.1657605)
node,306248928,pharmacy,Heilfried-Apotheke,POINT (16.3664844 48.1665242)
node,306249054,pharmacy,Trost-Apotheke,POINT (16.3643489 48.1704531)
node,306249816,fuel,Turmöl,POINT (16.3699757 48.1701611)
node,306251162,taxi,,POINT (16.3688402 48.1692464)
node,306256864,fuel,Eni,POINT (16.3772219 48.1634628)
node,308040575,fuel,Turmöl,POINT (16.3797037 48.1628588)
node,308042102,veterinary,,POINT (16.3721261 48.1666243)
node,308876146,kindergarten,Kindergarten der Apostelpfarre,POINT (16.3703514 48.1655953)
node,308876218,kindergarten,,POINT (16.3712998 48.1663675)
node,308877404,cafe,Carno,POINT (16.369634 48.1690211)
node,311820993,pub,Mabel's No90,POINT (16.3703852 48.1692604)
node,311821003,bank,BAWAG PSK,POINT (16.3645715 48.169873)
node,311821005,restaurant,Mango,POINT (16.354584 48.1764049)
node,325106435,pharmacy,Johannes-Apotheke,POINT (16.3779535 48.1869374)
node,325645994,police,Polizeiinspektion Ada-Christen-Gasse,POINT (16.3829852 48.1505426)
node,325647488,police,Polizeiinspektion Favoritenstraße,POINT (16.3828052 48.1638844)
node,325648293,police,Polizeiinspektion Keplergasse,POINT (16.3770351 48.1794412)
node,325649728,police,Polizeiinspektion Sibeliusstraße,POINT (16.3622918 48.1594888)
node,325652416,police,Polizeiinspektion Van-der-Nüll-Gasse,POINT (16.3698964 48.1790402)
node,325653646,police,Polizeiinspektion Zohmanngasse,POINT (16.3632676 48.1695123)
node,327927504,fuel,OIL!,POINT (16.3834598 48.1365689)
node,327936555,fuel,Shell,POINT (16.3908073 48.1641388)
node,329280055,fuel,Eni,POINT (16.3785475 48.1780583)
node,329283371,fuel,Turmöl,POINT (16.3886376 48.1710623)
node,335610480,pharmacy,Alauda-Apotheke,POINT (16.3919957 48.1460914)
node,335611107,pharmacy,Antonius-Apotheke,POINT (16.3723689 48.1735439)
node,335611709,pharmacy,Apotheke am Reumannplatz,POINT (16.3776832 48.1745819)
node,335612010,ice_cream,Eissalon Tichy,POINT (16.3773424 48.1739485)
node,335612808,pharmacy,"Apotheke ""Am Wienerfeld""",POINT (16.366644 48.1573255)
node,335613259,pharmacy,"Apotheke ""Zur Mutter Gottes""",POINT (16.3693743 48.1787348)
node,335632625,pharmacy,"Apotheke ""Zur Spinnerin am Kreuz""",POINT (16.3462488 48.1697744)
node,335635331,pharmacy,Carolinen Apotheke,POINT (16.3478921 48.1749594)
node,335637760,pharmacy,Elisabeth-Apotheke,POINT (16.37435 48.1832911)
node,335641253,pharmacy,Favorita-Apotheke,POINT (16.3830225 48.1633657)
node,335642027,pharmacy,Laaerberg-Apotheke,POINT (16.395641 48.1555452)
node,335645713,pharmacy,Madonnen-Apotheke,POINT (16.3765139 48.1788494)
node,335646380,pharmacy,Per-Albin-Hansson-Apotheke,POINT (16.3841413 48.1530572)
node,335647660,pharmacy,Quellen-Apotheke,POINT (16.3895841 48.1736149)
node,335649760,pharmacy,Rotenhof-Apotheke,POINT (16.3642051 48.1748567)
node,335649892,pharmacy,Da Vinci,POINT (16.3585108 48.1747469)
node,335652456,pharmacy,Vita Apotheke,POINT (16.3877572 48.167063)
node,335652544,pharmacy,Waldapotheke,POINT (16.3812071 48.1749557)
node,335652663,pharmacy,Wienerberg Apotheke,POINT (16.3498732 48.1551829)
node,335654627,restaurant,Das Columbus,POINT (16.3746159 48.1823214)
node,335868526,bank,Bank Austria,POINT (16.3767901 48.1782092)
node,335869160,bank,Erste Bank,POINT (16.3766505 48.1785162)
node,335877177,bank,WSK Bank,POINT (16.377158 48.177207)
node,335880706,bank,BAWAG PSK,POINT (16.3784449 48.1730473)
node,335881658,atm,,POINT (16.3756922 48.1820922)
node,335906180,bank,Bank Austria,POINT (16.3832279 48.1530475)
node,340515261,post_office,Post Filiale 1109,POINT (16.3465272 48.1686466)
node,340515302,post_office,Post Filiale 1100,POINT (16.3745744 48.1747987)
node,340515315,post_office,Post Partner 1107 Wien,POINT (16.4022578 48.1426659)
node,346926864,recycling,,POINT (16.389934 48.174619)
node,394830987,taxi,,POINT (16.3750245 48.1812738)
node,394830988,telephone,,POINT (16.3756014 48.1811508)
node,394830992,post_box,,POINT (16.3765608 48.1779661)
node,394830995,drinking_water,,POINT (16.377601 48.1740494)
node,394830996,telephone,,POINT (16.3776574 48.1740269)
node,394830997,post_box,,POINT (16.377491 48.1746354)
node,394831000,bank,Volksbank,POINT (16.3762035 48.1753159)
node,394831001,telephone,,POINT (16.377026 48.1763812)
node,394831003,telephone,,POINT (16.3763705 48.1781542)
node,394831009,telephone,,POINT (16.3760091 48.1791935)
node,410689272,restaurant,Brückenwirt,POINT (16.4147243 48.1344158)
node,417159564,bts,,POINT (16.3692647 48.1500662)
node,417159566,bts,,POINT (16.3861924 48.1653557)
node,441246979,telephone,,POINT (16.3922627 48.1594898)
node,441550240,clinic,4. Medizinische Abteilung mit Infektions- und Tropenmedizin,POINT (16.3504159 48.1734166)
node,441554146,parking_entrance,,POINT (16.3547602 48.1763928)
node,442155264,parking,P1,POINT (16.3463807 48.1677027)
node,442160219,parking,P3,POINT (16.3453878 48.1681134)
node,457202745,community_centre,Ernst-Kirchweger-Haus,POINT (16.3789518 48.1775241)
node,458410260,drinking_water,,POINT (16.4080649 48.1350046)
node,461616620,bank,Vakıfbank,POINT (16.3628465 48.1788888)
node,462011986,post_box,,POINT (16.3570373 48.1750862)
node,464714286,kindergarten,Aladin,POINT (16.3910312 48.1734064)
node,465231409,recycling,,POINT (16.3584289 48.1675586)
node,469994134,recycling,,POINT (16.3503712 48.175356)
node,469994136,recycling,,POINT (16.3522849 48.1758121)
node,469994137,recycling,,POINT (16.3519215 48.1757422)
node,469994138,recycling,,POINT (16.3520036 48.1757578)
node,469994139,recycling,,POINT (16.353903 48.1761585)
node,471381090,pharmacy,Salvia Apotheke,POINT (16.3443246 48.1675773)
node,473203138,post_box,,POINT (16.3567406 48.1760316)
node,473203139,recycling,,POINT (16.35677 48.1759777)
node,473203140,post_box,,POINT (16.3608655 48.1757695)
node,473203141,recycling,,POINT (16.3609742 48.175859)
node,473203142,recycling,,POINT (16.3611641 48.1758467)
node,473203143,post_box,,POINT (16.3656092 48.1753381)
node,473203144,recycling,,POINT (16.3664476 48.1754306)
node,473203146,recycling,,POINT (16.3703956 48.1727031)
node,473203147,post_box,,POINT (16.3698346 48.1725784)
node,473203149,telephone,,POINT (16.3686864 48.1704393)
node,473203150,recycling,,POINT (16.3684476 48.1692689)
node,473203151,recycling,,POINT (16.3684891 48.1692635)
node,473203154,post_box,,POINT (16.3657655 48.1654596)
node,473203155,recycling,,POINT (16.365653 48.1655057)
node,473203156,grit_bin,,POINT (16.3631887 48.163432)
node,473203160,post_box,,POINT (16.3644815 48.1651819)
node,473203161,recycling,,POINT (16.3637089 48.1634203)
node,473203162,recycling,,POINT (16.3611383 48.1636466)
node,473203163,telephone,,POINT (16.3595264 48.1651513)
node,473203164,recycling,,POINT (16.3554062 48.1722271)
node,473203165,recycling,,POINT (16.3554385 48.1722567)
node,477197219,restaurant,Köy,POINT (16.3654368 48.1763345)
node,482697626,recycling,,POINT (16.3618649 48.1682871)
node,482698472,recycling,,POINT (16.3638742 48.1679296)
node,482698475,recycling,,POINT (16.3642004 48.1680153)
node,482699015,post_box,,POINT (16.3641226 48.1675159)
node,482699736,telephone,,POINT (16.3738464 48.1671361)
node,482700588,drinking_water,,POINT (16.3795942 48.1656335)
node,495320725,cafe,Franzl,POINT (16.3477265 48.1749229)
node,506487851,parking,,POINT (16.405679 48.1615451)
node,559697939,atm,,POINT (16.3874222 48.1672467)
node,561197349,cafe,Cafe K6,POINT (16.3542938 48.1763348)
node,571651943,cafe,Mekan Cafe Shisha Lounge,POINT (16.3629041 48.1791241)
node,572338854,telephone,,POINT (16.3575421 48.1775532)
node,572338862,recycling,,POINT (16.3576927 48.1776686)
node,572338868,telephone,,POINT (16.3582419 48.1777315)
node,598633997,restaurant,Burger Boutique,POINT (16.3750259 48.1824943)
node,598634155,cafe,aïda,POINT (16.3749673 48.1817429)
node,598634963,fast_food,McDonald's,POINT (16.3760973 48.1798538)
node,674930519,fast_food,KALE,POINT (16.3642597 48.1701454)
node,674930643,post_box,,POINT (16.3654896 48.1697765)
node,674930703,restaurant,Zum Nepomuk,POINT (16.3671484 48.1696926)
node,674930744,fast_food,Hühnermann,POINT (16.3673465 48.1694533)
node,674930844,cafe,Prinzess,POINT (16.3681248 48.1693604)
node,677560320,restaurant,Räuberhöhle,POINT (16.3657769 48.1708282)
node,677560332,cafe,Aspava,POINT (16.365687 48.1705946)
node,677560333,fast_food,alpiso,POINT (16.3686358 48.1695069)
node,677560335,kindergarten,Alfagr,POINT (16.3703408 48.1702305)
node,677560337,restaurant,Casa Românească,POINT (16.3715355 48.17056)
node,699095065,recycling,,POINT (16.3770861 48.1574278)
node,728834442,drinking_water,,POINT (16.3564347 48.1532863)
node,749660781,taxi,,POINT (16.3829434 48.1540801)
node,761175368,restaurant,Caktus,POINT (16.3814168 48.1760252)
node,761214936,fast_food,McDonald's,POINT (16.3776354 48.1751047)
node,761218853,restaurant,Zum Alten Beisl,POINT (16.3767133 48.1739849)
node,762496137,doctors,Dr. Gerhard Sobotka,POINT (16.3654138 48.1757971)
node,773684058,bts,,POINT (16.384277 48.1270219)
node,773684091,bts,,POINT (16.4112381 48.1191783)
node,788818285,kindergarten,Privatkindergarten Marianne,POINT (16.3606397 48.1760665)
node,788818340,kindergarten,Die Kinderfreunde,POINT (16.3590358 48.1760389)
node,788818359,doctors,Dr. Susanne Piringer,POINT (16.3592679 48.175895)
node,788818373,recycling,,POINT (16.3618842 48.1763013)
node,790655233,fast_food,Yunis Kebab,POINT (16.3582875 48.1774429)
node,790655238,fast_food,OM kebap's,POINT (16.3588088 48.1772473)
node,791910951,recycling,,POINT (16.3577786 48.1690971)
node,791910978,recycling,,POINT (16.3577255 48.1722405)
node,791910995,recycling,,POINT (16.3577052 48.1722026)
node,794362947,post_office,Post Filiale 1104,POINT (16.3625907 48.1736788)
node,794570859,cafe,Friend's Treff,POINT (16.3631622 48.1764738)
node,794570860,recycling,,POINT (16.36177 48.176364)
node,794570886,restaurant,Casa Familia,POINT (16.3637306 48.176175)
node,794570888,cafe,Firat,POINT (16.364022 48.1761617)
node,794570898,cafe,Café Gea,POINT (16.363674 48.1755684)
node,794570899,dentist,Ivo Kolodziev,POINT (16.3633556 48.1755799)
node,794570901,doctors,Dr. Daria Knyrim-Momeni;Dr. Heinrich Stolz,POINT (16.3627938 48.1756481)
node,794653157,doctors,Dr. Michael Stiedl,POINT (16.3541012 48.1767483)
node,797725369,cafe,Café Roma,POINT (16.3579528 48.1779815)
node,797725372,place_of_worship,Evangeliumsgemeinde,POINT (16.358431 48.1774162)
node,797725373,kindergarten,Krabbelgruppe Marianne,POINT (16.3591709 48.1770857)
node,798796150,recycling,,POINT (16.3575971 48.1777057)
node,799477150,recycling,,POINT (16.3618445 48.1749339)
node,799478795,doctors,,POINT (16.3570657 48.1771946)
node,799507161,telephone,,POINT (16.3619254 48.1749282)
node,799513821,restaurant,Buchenbeisl,POINT (16.3643035 48.1755192)
node,806896804,doctors,Dr. Nihat Koca,POINT (16.362832 48.1787262)
node,808478292,cafe,Charly Temmel,POINT (16.3658752 48.1762802)
node,808478325,restaurant,Anadolu Et,POINT (16.3662214 48.1762589)
node,808478553,restaurant,Ni Hao,POINT (16.3665033 48.1762408)
node,808610315,restaurant,Marini,POINT (16.3748432 48.1830735)
node,808610335,restaurant,Lendl,POINT (16.3751762 48.1831085)
node,808610393,restaurant,Kaiser's,POINT (16.3746785 48.18348)
node,808734688,doctors,Zentrum für Orthopädie und Rheumatologie,POINT (16.3738788 48.1842823)
node,808734696,fast_food,American Burger 1869,POINT (16.3739277 48.1842258)
node,808734710,cafe,Espresso Joschi,POINT (16.373882 48.1841192)
node,808734718,doctors,Dr. Ghada Ragab,POINT (16.3738853 48.1840778)
node,808734743,doctors,Dr. Hans Gerihäuser,POINT (16.3740354 48.183906)
node,808734749,cafe,Monte,POINT (16.374081 48.1839734)
node,808734750,fast_food,La Milano,POINT (16.3741267 48.1838821)
node,808734760,restaurant,Rasoi,POINT (16.3741496 48.1838298)
node,808734783,driving_school,Fahrschule Wien West,POINT (16.3738592 48.1836406)
node,809561675,restaurant,Schnitzel King,POINT (16.3746203 48.1825725)
node,809561686,fast_food,Akakiko,POINT (16.3744608 48.1830381)
node,809561691,fast_food,Magic Noodles,POINT (16.3744204 48.1831316)
node,809580005,gambling,Admiral,POINT (16.374948 48.1828425)
node,809580031,doctors,Dr. Renate Wick,POINT (16.3751506 48.1828945)
node,810229235,drinking_water,,POINT (16.3547146 48.1756019)
node,810356720,cafe,Café B17,POINT (16.3551434 48.1751599)
node,810356741,cafe,Café Alara,POINT (16.3559138 48.1759999)
node,810356761,cafe,Dalli-Dalli,POINT (16.3561152 48.1761838)
node,810356762,pub,Café Snob,POINT (16.3561788 48.1762582)
node,813150363,drinking_water,,POINT (16.4203225 48.132162)
node,813850388,dentist,Dr. Christine Schmid,POINT (16.3580755 48.1778726)
node,815374361,telephone,,POINT (16.4006246 48.1661712)
node,815910697,telephone,,POINT (16.3551319 48.1758542)
node,815910747,restaurant,Don Pablo,POINT (16.3570658 48.1716609)
node,815910799,veterinary,Tierklinik,POINT (16.3562706 48.1762227)
node,816780553,atm,,POINT (16.3990461 48.167197)
node,819131704,toilets,,POINT (16.3719794 48.1726999)
node,821209942,telephone,,POINT (16.373804 48.1754904)
node,821209943,recycling,,POINT (16.3736776 48.1754421)
node,821209944,recycling,,POINT (16.3736235 48.175422)
node,821209966,doctors,Dr. Kveta Pusch,POINT (16.3730327 48.1754238)
node,821210012,fast_food,Sevgi Kasabi,POINT (16.371492 48.1756442)
node,821210016,cafe,,POINT (16.3710167 48.1756784)
node,821210018,restaurant,Zum goldenen Fisch,POINT (16.3708867 48.1756853)
node,821350701,fast_food,döner'ci,POINT (16.3657675 48.1760383)
node,829529412,taxi,,POINT (16.3772434 48.173508)
node,830477118,waste_basket,,POINT (16.3598525 48.1759948)
node,830477119,waste_basket,,POINT (16.3594216 48.1751036)
node,830477120,waste_basket,,POINT (16.3605444 48.1748937)
node,830477121,waste_basket,,POINT (16.3607807 48.1758028)
node,830477122,waste_basket,,POINT (16.361035 48.1763861)
node,830477123,waste_basket,,POINT (16.3617171 48.1757501)
node,830477223,cafe,Café-Imbiss,POINT (16.3635479 48.1790643)
node,835284255,restaurant,Pizzeria Tomato,POINT (16.3926468 48.1741891)
node,839212429,waste_basket,,POINT (16.3599785 48.1764739)
node,840690636,restaurant,Diavolo,POINT (16.3580919 48.1672979)
node,840690639,waste_basket,,POINT (16.3585231 48.1673342)
node,847949076,cafe,Skorpion,POINT (16.3669287 48.1762147)
node,847949079,gambling,Monte Carlo,POINT (16.366841 48.176218)
node,847949089,waste_basket,,POINT (16.3669605 48.1759797)
node,847999995,waste_basket,,POINT (16.3671385 48.1761751)
node,848000061,bar,Rendezvous,POINT (16.3675205 48.1761806)
node,848000084,waste_basket,,POINT (16.3681656 48.1760988)
node,848000101,fast_food,,POINT (16.36845 48.1761124)
node,848109554,school,private Volksschule,POINT (16.3692848 48.1760898)
node,848109557,restaurant,,POINT (16.370096 48.1760017)
node,848217140,post_box,,POINT (16.3710731 48.1758969)
node,848217157,fast_food,,POINT (16.3713547 48.1759047)
node,848217223,cafe,,POINT (16.3719922 48.1758571)
node,848217246,waste_basket,,POINT (16.3721375 48.1757909)
node,848217251,bench,,POINT (16.3721435 48.1758291)
node,848217262,school,Ganztagesvolksschule Jagdgasse,POINT (16.3722057 48.1762818)
node,848217306,cafe,Alanya,POINT (16.3724832 48.175823)
node,848217332,fast_food,,POINT (16.3727985 48.1758017)
node,848248649,fast_food,Schnitzelquelle,POINT (16.3730508 48.1758638)
node,848248665,gambling,Ambassador Sportwetten,POINT (16.3732425 48.1759408)
node,848248678,restaurant,Željo,POINT (16.3733337 48.17599)
node,848389374,fast_food,Mr. Sharma,POINT (16.3733751 48.1760701)
node,848389379,cafe,Espresso Herbert,POINT (16.3734359 48.1764289)
node,848389387,community_centre,Ägäisches Kulturzentrum,POINT (16.3730165 48.176763)
node,848389395,fast_food,Big Burgerry,POINT (16.3734161 48.1771691)
node,848484349,dentist,Dr. Vojislav Pavlovič,POINT (16.3734145 48.1776054)
node,848484378,gambling,Monte Carlo,POINT (16.3734412 48.1778595)
node,848530807,waste_basket,,POINT (16.373607 48.1789716)
node,848530808,waste_basket,,POINT (16.3734921 48.1765492)
node,848530817,kindergarten,Max&Moritz,POINT (16.3726191 48.1793683)
node,848530818,place_of_worship,Hubyar Avrupa Birligi,POINT (16.3727514 48.1795216)
node,848534941,restaurant,La Koliba,POINT (16.3735303 48.1811215)
node,848534942,post_box,,POINT (16.3735913 48.1806804)
node,848534945,dentist,Dr. Leszek Ptaszinski,POINT (16.3735554 48.1805177)
node,848534946,doctors,Dr. Elisabeth Czuchajda;Dr. Renate Fossler,POINT (16.3735573 48.1803477)
node,848535351,vending_machine,,POINT (16.3607966 48.175776)
node,850668764,doctors,ProVita,POINT (16.3545635 48.1767174)
node,850668776,atm,,POINT (16.3543986 48.1763946)
node,851833388,waste_basket,,POINT (16.3578003 48.1757016)
node,851846851,bench,,POINT (16.3588795 48.175183)
node,892215600,fast_food,Burger King,POINT (16.3451229 48.1685614)
node,895820536,waste_basket,,POINT (16.3590159 48.17566)
node,895820539,waste_basket,,POINT (16.3591359 48.1758145)
node,895820542,bench,,POINT (16.3582832 48.1757059)
node,895820575,waste_basket,,POINT (16.3598737 48.1754589)
node,896511519,car_wash,,POINT (16.365683 48.1744804)
node,897441686,waste_basket,,POINT (16.3601593 48.175355)
node,897441700,bench,,POINT (16.3597027 48.1746783)
node,897441704,waste_basket,,POINT (16.3596698 48.1746081)
node,897441732,waste_basket,,POINT (16.3582216 48.1735642)
node,897441742,recycling,,POINT (16.3582585 48.1737164)
node,897441755,recycling,,POINT (16.358237 48.1736939)
node,897441769,recycling,,POINT (16.3566734 48.1733404)
node,897441782,recycling,,POINT (16.3582016 48.1737323)
node,897441792,recycling,,POINT (16.3567179 48.1733836)
node,897441890,cafe,Angeli Eck,POINT (16.356445 48.1733809)
node,897441922,cafe,Café Stress,POINT (16.3552465 48.1739106)
node,897441932,waste_basket,,POINT (16.3551954 48.174069)
node,897441976,waste_basket,,POINT (16.3565966 48.1734914)
node,897442029,waste_basket,,POINT (16.3571706 48.1740359)
node,897442128,dentist,Leonard Prisecariu,POINT (16.3561306 48.1750232)
node,897442157,driving_school,Union Vienna,POINT (16.3562442 48.1744201)
node,897442174,waste_basket,,POINT (16.3557244 48.1747031)
node,897647969,recycling,,POINT (16.3554077 48.1748098)
node,897647981,doctors,Dr. Heinrich Spiller,POINT (16.3546208 48.174673)
node,897648009,bar,Medusa,POINT (16.354588 48.1746429)
node,897648092,cafe,Şamata,POINT (16.3565439 48.1764641)
node,897648181,waste_basket,,POINT (16.3569381 48.1771252)
node,905829108,cafe,Places,POINT (16.3569686 48.1715151)
node,905829200,waste_basket,,POINT (16.3561424 48.1727791)
node,905829211,waste_basket,,POINT (16.3593981 48.1752571)
node,905829216,bench,,POINT (16.359426 48.1752831)
node,905829217,recycling,,POINT (16.3576254 48.1725668)
node,905829264,waste_basket,,POINT (16.3551985 48.1753565)
node,905829266,waste_basket,,POINT (16.3549039 48.1750314)
node,905829285,waste_basket,,POINT (16.3626224 48.1764436)
node,905829288,waste_basket,,POINT (16.3626608 48.1765356)
node,905829294,waste_basket,,POINT (16.3618103 48.1763596)
node,905829616,post_box,,POINT (16.3539396 48.1726218)
node,905829638,cafe,Café Underground,POINT (16.3541413 48.17248)
node,905829685,telephone,,POINT (16.3536085 48.1727595)
node,905829695,waste_basket,,POINT (16.3537111 48.1728377)
node,905829701,restaurant,Zum Fritz,POINT (16.3534815 48.1727497)
node,906476343,waste_basket,,POINT (16.3545917 48.1735817)
node,906476348,restaurant,Drachen-Phönix,POINT (16.3546927 48.1735763)
node,906476394,waste_basket,,POINT (16.353848 48.1737514)
node,906476398,telephone,,POINT (16.3539135 48.1737244)
node,906476408,restaurant,Di Carni,POINT (16.3542925 48.1735089)
node,906476445,fast_food,Bauernladen-Imbiss,POINT (16.3537991 48.1730104)
node,906476465,cafe,Espresso Malibu,POINT (16.3541046 48.1729549)
node,906476485,kindergarten,Maxi,POINT (16.3649457 48.1756893)
node,906476526,waste_basket,,POINT (16.3634766 48.1756158)
node,906476541,pub,Café MB,POINT (16.3657453 48.1759397)
node,906476550,waste_basket,,POINT (16.3656769 48.1755375)
node,906476554,waste_basket,,POINT (16.3656868 48.1754646)
node,906476560,waste_basket,,POINT (16.3625695 48.1763192)
node,906476568,waste_basket,,POINT (16.3625964 48.1762386)
node,906476578,telephone,,POINT (16.3633286 48.1764224)
node,906476592,waste_basket,,POINT (16.3635927 48.176171)
node,906476597,recycling,,POINT (16.3637273 48.1763832)
node,906476616,waste_basket,,POINT (16.3646608 48.1763483)
node,906476617,waste_basket,,POINT (16.3646184 48.17614)
node,906476642,doctors,Dr. Hermann Pinzker,POINT (16.3650982 48.1763573)
node,913805662,waste_basket,,POINT (16.3640164 48.1778773)
node,913805712,parking,,POINT (16.3634615 48.1777883)
node,913805713,waste_basket,,POINT (16.3638459 48.1772418)
node,913805727,restaurant,Favoritner Weinstadl,POINT (16.3646503 48.1777075)
node,913805749,cafe,Yeşil Çivril,POINT (16.3635644 48.1769506)
node,913886431,telephone,,POINT (16.3672555 48.1800395)
node,913886867,waste_basket,,POINT (16.374547 48.1841351)
node,913886872,waste_basket,,POINT (16.3744775 48.1843159)
node,913886875,waste_basket,,POINT (16.3744645 48.1843878)
node,913886878,vending_machine,,POINT (16.3744262 48.1843175)
node,913886881,bench,,POINT (16.3740535 48.1843305)
node,913886882,bench,,POINT (16.3740435 48.1842695)
node,914005771,waste_basket,,POINT (16.3735514 48.1813579)
node,914005788,parking,,POINT (16.3679466 48.1816815)
node,914005793,waste_basket,,POINT (16.3675155 48.1813518)
node,914767733,restaurant,Ringsmuth,POINT (16.3757146 48.1840389)
node,914767734,waste_basket,,POINT (16.3760626 48.1838209)
node,914795940,bench,,POINT (16.3744716 48.183331)
node,914795941,bench,,POINT (16.3744252 48.1834308)
node,914795942,waste_basket,,POINT (16.3743388 48.1836384)
node,914795944,waste_basket,,POINT (16.3744399 48.1837254)
node,914795962,brothel,Claudia's Bar,POINT (16.373868 48.1830959)
node,914795986,fast_food,Domino's,POINT (16.37462 48.1817517)
node,914795987,recycling,,POINT (16.3745056 48.1817634)
node,914795998,parking,Columbus-Garage,POINT (16.3741777 48.1820694)
node,914796005,waste_basket,,POINT (16.3749656 48.1819199)
node,914796007,bench,,POINT (16.3742346 48.1819063)
node,914796008,bench,,POINT (16.3743126 48.1819033)
node,914796011,bench,,POINT (16.3744421 48.1818292)
node,914796012,bench,,POINT (16.3745069 48.1819138)
node,914796016,bench,,POINT (16.3741598 48.1821498)
node,914796018,bench,,POINT (16.3742175 48.1821483)
node,914796020,bench,,POINT (16.3742892 48.1821546)
node,914796021,bench,,POINT (16.3743502 48.1821582)
node,914796022,bench,,POINT (16.3744344 48.1821613)
node,914796024,bench,,POINT (16.374486 48.1821581)
node,914796029,bench,,POINT (16.374186 48.1819014)
node,914796030,waste_basket,,POINT (16.3741935 48.1820542)
node,914796031,waste_basket,,POINT (16.3744192 48.1821374)
node,914796035,waste_basket,,POINT (16.3746165 48.1821349)
node,914796036,waste_basket,,POINT (16.3742114 48.1818989)
node,914796037,waste_basket,,POINT (16.3744687 48.1819159)
node,915174256,waste_basket,,POINT (16.373971 48.1800091)
node,915174265,pub,Café Gloria,POINT (16.3739704 48.1803104)
node,915174270,cafe,Gavaz,POINT (16.3739881 48.1795834)
node,915174274,cafe,Millennium,POINT (16.3739881 48.179251)
node,915751811,drinking_water,,POINT (16.3743796 48.1844074)
node,915865320,recycling,,POINT (16.3770947 48.1827868)
node,915865325,vending_machine,,POINT (16.3771592 48.1828855)
node,915865328,recycling,,POINT (16.377108 48.1828241)
node,915963576,parking,,POINT (16.3770448 48.1818239)
node,915963671,recycling,,POINT (16.3787679 48.1814404)
node,915963679,recycling,,POINT (16.378543 48.1814205)
node,915963721,waste_basket,,POINT (16.3788185 48.1815149)
node,915963905,parking,,POINT (16.3779547 48.1815394)
node,915963967,waste_basket,,POINT (16.3772694 48.1812091)
node,915964012,restaurant,Sichuan,POINT (16.3771957 48.1811712)
node,915964024,pub,s'Stüberl,POINT (16.3771461 48.1813613)
node,915964052,restaurant,Simit Palace,POINT (16.3769201 48.1813457)
node,915964075,parking,,POINT (16.376733 48.1813405)
node,915964115,parking,,POINT (16.3762107 48.1813093)
node,916107792,waste_basket,,POINT (16.3753299 48.1815172)
node,916107799,waste_basket,,POINT (16.3754712 48.1811173)
node,916107807,bench,,POINT (16.375218 48.1813793)
node,916277762,waste_basket,,POINT (16.3739231 48.1771057)
node,916277766,doctors,Dr. Al-hachich Youssef,POINT (16.3740059 48.1767738)
node,916277768,waste_basket,,POINT (16.3739728 48.1766245)
node,916277769,doctors,Dr. Nadia Abdel-Malek,POINT (16.3741327 48.176677)
node,916277770,dentist,Dr. Harald Garscha,POINT (16.3740951 48.1766882)
node,916277771,pub,DaCapo,POINT (16.373938 48.1765186)
node,916277779,gambling,Ambassador,POINT (16.3739998 48.1758772)
node,916277781,cafe,Bijou,POINT (16.3740863 48.1757657)
node,916277782,fast_food,Quick Pizza & Kebap,POINT (16.3741376 48.1757057)
node,916277783,gambling,Sportipp,POINT (16.3742081 48.1756586)
node,920740302,parking,,POINT (16.3733419 48.1811894)
node,920740479,restaurant,Lucky Friend,POINT (16.3722928 48.1811723)
node,920740547,post_box,,POINT (16.3714933 48.1813127)
node,920740782,waste_basket,,POINT (16.3702554 48.1810388)
node,920740839,waste_basket,,POINT (16.3694946 48.181372)
node,920740893,waste_basket,,POINT (16.3703286 48.1798439)
node,920740906,vending_machine,,POINT (16.370246 48.1800474)
node,921126756,doctors,Dr. Shadieh Söldner,POINT (16.3701303 48.1810608)
node,921126757,bench,,POINT (16.3700076 48.1808893)
node,921126758,bench,,POINT (16.3700477 48.1808893)
node,921126772,bench,,POINT (16.3698873 48.1809239)
node,921126773,bench,,POINT (16.369833 48.1809239)
node,921126774,bench,,POINT (16.3697763 48.1809223)
node,921126796,parking,,POINT (16.369361 48.1811911)
node,921126802,restaurant,Timo,POINT (16.3693944 48.1800722)
node,921126805,recycling,,POINT (16.3684677 48.1813748)
node,921126806,telephone,,POINT (16.3684551 48.1812969)
node,921126809,waste_basket,,POINT (16.3684301 48.1805203)
node,921126810,waste_basket,,POINT (16.3685887 48.180473)
node,921127540,waste_basket,,POINT (16.3675535 48.1800611)
node,921127549,kindergarten,Städtischer Kindergarten,POINT (16.3670437 48.1798982)
